DISNO,STATEA,NAMEA,STATEB,NAMEB,STRTDAY,STRTMNTH,STRTYR,YEAR,ENDDAY,ENDMNTH,ENDYEAR,OUTCOME,SETTLMNT,FATLEV,HIGHACT,HIHOST,RECIP,NOINIT,NOTARG,STDAYA,STMNTHA,STYEARA,ENDDAYA,ENDMNTHA,ENDYEARA,SIDEAA,REVSTATA,REVTYPEA,FATALEVA,HIGHMCAA,HIHOSTA,ORIGNATA,STDAYB,STMNTHB,STYEARB,ENDDAYB,ENDMNTHB,ENDYEARB,SIDEAB,REVSTATEB,REVTYPEB,FATALEVB,HIGHMCAB,HIHOSTB,ORIGNATB,ROLEA,ROLEB,WAR,Durindx,Cumdurat,Duration,MID3HIact,MID3HIA,MID3HIB
1166,101,VEN,110,GUY,14,10,1966,1966,14,4,1967,0,0,0,16,4,0,1,1,14,10,1966,14,4,1967,1,1,1,0,16,4,1,14,10,1966,14,4,1967,0,0,0,0,1,1,1,1,3,0,1,78,78,14,14,0
1166,101,VEN,110,GUY,14,10,1966,1967,14,4,1967,6,1,0,16,4,0,1,1,14,10,1966,14,4,1967,1,1,1,0,16,4,1,14,10,1966,14,4,1967,0,0,0,0,1,1,1,1,3,0,2,182,104,14,14,0
1168,91,HON,93,NIC,1,2,1922,1922,20,8,1922,6,1,3,18,4,1,1,1,1,2,1922,20,8,1922,1,0,0,2,18,4,1,1,2,1922,20,8,1922,0,1,3,2,18,4,1,1,3,0,1,201,201,17,17,17
1169,90,GUA,91,HON,1,10,1927,1927,14,2,1928,0,0,0,18,4,1,1,1,1,10,1927,14,2,1928,0,1,1,0,18,4,1,1,10,1927,14,2,1928,1,1,1,0,18,4,1,3,1,0,1,91,91,17,17,17
1169,90,GUA,91,HON,1,10,1927,1928,14,2,1928,6,1,1,18,4,1,1,1,1,10,1927,14,2,1928,0,1,1,1,18,4,1,1,10,1927,14,2,1928,1,1,1,1,18,4,1,3,1,0,2,136,45,17,17,17
1170,2,USA,91,HON,7,4,1929,1929,7,4,1929,5,3,1,19,4,1,2,1,7,4,1929,7,4,1929,1,0,0,0,19,4,0,7,4,1929,7,4,1929,0,0,0,1,19,4,1,2,3,0,1,1,1,16,16,16
1170,91,HON,93,NIC,1,3,1929,1929,9,7,1929,5,3,1,19,4,1,2,1,1,3,1929,9,7,1929,0,0,0,1,19,4,1,1,3,1929,9,7,1929,1,0,0,0,19,4,1,3,1,0,1,131,131,16,16,16
1171,90,GUA,92,SAL,28,8,1935,1935,31,9,1935,5,3,1,18,4,1,1,1,28,8,1935,1,9,1935,1,0,0,1,18,4,1,28,8,1935,31,9,1935,0,0,0,1,18,4,1,1,3,0,1,35,35,17,17,17
1172,160,ARG,165,URU,28,1,1969,1969,28,7,1969,5,3,0,16,4,0,1,1,28,1,1969,28,7,1969,1,1,1,0,16,4,1,28,1,1969,28,7,1969,0,1,1,0,1,1,1,1,3,0,1,182,182,14,14,0
1173,91,HON,93,NIC,19,4,1957,1957,23,6,1957,6,1,0,18,4,1,1,1,19,4,1957,23,6,1957,0,1,1,0,18,4,1,19,4,1957,23,6,1957,1,1,1,0,16,4,1,3,1,0,1,66,66,17,17,14
1174,100,COL,101,VEN,17,9,1900,1900,16,11,1901,0,0,0,18,4,1,1,1,17,9,1900,16,11,1901,1,1,3,0,16,4,1,17,9,1900,16,11,1901,0,1,3,0,18,4,1,1,3,0,1,105,105,17,14,17
1174,100,COL,101,VEN,17,9,1900,1901,16,11,1901,5,3,-9,18,4,1,1,1,17,9,1900,16,11,1901,1,1,3,-9,16,4,1,17,9,1900,16,11,1901,0,1,3,-9,18,4,1,1,3,0,2,425,320,17,14,17
1175,90,GUA,91,HON,19,2,1917,1917,3,9,1917,6,1,0,16,4,1,1,1,19,2,1917,3,9,1917,1,1,1,0,7,3,1,19,2,1917,3,9,1917,0,1,1,0,16,4,1,1,3,0,1,197,197,14,7,14
1176,91,HON,92,SAL,1,3,1920,1920,14,5,1920,5,3,0,7,3,1,1,1,1,3,1920,14,5,1920,0,1,3,0,7,3,1,1,3,1920,14,5,1920,1,0,0,0,7,3,1,3,1,0,1,75,75,7,7,7
1177,365,RUS,740,JPN,1,3,1919,1919,31,3,1919,5,3,-9,19,4,1,1,1,1,3,1919,1,3,1919,1,0,0,-9,19,4,1,1,3,1919,31,3,1919,0,0,0,-9,19,4,1,1,3,0,1,31,31,16,16,16
1178,140,BRA,145,BOL,19,6,1902,1902,31,4,1903,0,0,0,15,4,1,1,1,19,6,1902,1,4,1903,1,1,1,0,15,4,1,19,6,1902,31,4,1903,0,0,0,0,10,3,1,1,3,0,1,195,195,13,13,8
1178,140,BRA,145,BOL,19,6,1902,1903,31,4,1903,1,2,0,15,4,1,1,1,19,6,1902,1,4,1903,1,1,1,0,15,4,1,19,6,1902,31,4,1903,0,0,0,0,10,3,1,1,3,0,2,316,121,13,13,8
1179,145,BOL,150,PAR,1,1,1906,1906,31,1,1906,6,1,0,13,3,0,1,1,1,1,1906,1,1,1906,1,1,1,0,13,3,1,1,1,1906,31,1,1906,0,1,1,0,1,1,1,1,3,0,1,31,31,11,11,0
1180,135,PER,145,BOL,19,11,1910,1910,30,3,1911,0,0,0,18,4,1,1,1,19,11,1910,30,3,1911,0,1,1,0,18,4,1,19,11,1910,30,3,1911,1,1,1,0,18,4,1,3,1,0,1,42,42,17,17,17
1180,135,PER,145,BOL,19,11,1910,1911,30,3,1911,6,1,1,18,4,1,1,1,19,11,1910,30,3,1911,0,1,1,1,18,4,1,19,11,1910,30,3,1911,1,1,1,1,18,4,1,3,1,0,2,131,89,17,17,17
1181,135,PER,155,CHL,1,5,1911,1911,20,10,1911,5,3,0,7,3,1,1,1,1,5,1911,20,10,1911,1,1,1,0,7,3,1,1,5,1911,20,10,1911,0,0,0,0,7,3,1,1,3,0,1,173,173,7,7,7
1182,145,BOL,150,PAR,1,11,1918,1918,31,12,1918,5,3,0,13,3,0,1,1,1,11,1918,1,12,1918,1,1,1,0,13,3,1,1,11,1918,31,12,1918,0,1,1,0,1,1,1,1,3,0,1,61,61,11,11,0
1183,145,BOL,150,PAR,1,9,1922,1922,31,11,1922,5,3,0,13,3,0,1,1,1,9,1922,1,11,1922,1,1,1,0,13,3,1,1,9,1922,31,11,1922,0,1,1,0,1,1,1,1,3,0,1,92,92,11,11,0
1184,135,PER,155,CHL,25,7,1920,1920,22,8,1920,5,3,-9,18,4,1,1,2,25,7,1920,22,8,1920,0,0,0,-9,18,4,0,25,7,1920,22,8,1920,1,1,1,-9,18,4,1,4,1,0,1,29,29,17,17,17
1184,145,BOL,155,CHL,15,7,1920,1920,22,8,1920,5,3,-9,18,4,1,1,2,15,7,1920,22,8,1920,0,1,1,0,1,1,1,15,7,1920,22,8,1920,1,1,1,-9,18,4,1,3,1,0,1,39,39,17,0,17
1187,145,BOL,155,CHL,22,3,1962,1962,31,4,1962,3,3,0,7,3,1,1,1,22,3,1962,1,4,1962,1,0,0,0,2,2,1,22,3,1962,31,4,1962,0,1,4,0,7,3,1,1,3,0,1,41,41,7,1,7
1189,110,GUY,140,BRA,1,11,1975,1975,31,7,1976,0,0,0,14,3,0,1,1,1,11,1975,1,7,1976,0,0,0,0,1,1,1,1,11,1975,31,7,1976,1,1,2,0,14,3,1,3,1,0,1,60,60,12,0,12
1189,110,GUY,140,BRA,1,11,1975,1976,31,7,1976,5,3,0,14,3,0,1,1,1,11,1975,1,7,1976,0,0,0,0,1,1,1,1,11,1975,31,7,1976,1,1,2,0,14,3,1,3,1,0,2,273,213,12,0,12
1190,91,HON,92,SAL,13,7,1976,1976,12,8,1976,6,1,0,18,4,1,1,1,13,7,1976,12,8,1976,1,1,1,0,18,4,1,13,7,1976,12,8,1976,0,1,1,0,18,4,1,1,3,0,1,31,31,17,17,17
1191,135,PER,155,CHL,11,9,1976,1976,11,9,1976,5,3,-9,18,4,1,1,1,11,9,1976,11,9,1976,0,0,0,-9,18,4,1,11,9,1976,11,9,1976,1,0,0,-9,18,4,1,3,1,0,1,1,1,17,17,17
1193,2,USA,93,NIC,1,8,1954,1954,1,8,1954,6,1,0,15,4,1,1,2,1,8,1954,1,8,1954,0,1,3,0,9,3,0,1,8,1954,1,8,1954,1,1,3,0,15,4,1,4,1,0,1,1,1,13,7,13
1193,93,NIC,94,COS,1,4,1954,1954,24,2,1955,0,0,0,18,4,1,1,2,1,4,1954,24,2,1955,1,1,3,0,15,4,1,1,4,1954,24,2,1955,0,1,3,0,18,4,1,1,3,0,1,274,274,17,13,17
1193,93,NIC,94,COS,1,4,1954,1955,24,2,1955,6,1,0,18,4,1,1,2,1,4,1954,24,2,1955,1,1,3,0,15,4,1,1,4,1954,24,2,1955,0,1,3,0,18,4,1,1,3,0,2,329,55,17,13,17
1195,91,HON,93,NIC,2,7,1918,1918,30,8,1918,5,1,0,19,4,1,1,1,2,7,1918,30,8,1918,0,0,0,0,7,3,1,2,7,1918,30,8,1918,1,1,1,0,19,4,1,3,1,0,1,60,60,16,7,16
1196,93,NIC,100,COL,24,12,1913,1913,31,1,1914,0,0,0,8,3,1,1,1,24,12,1913,1,1,1914,1,1,1,0,4,2,1,24,12,1913,31,1,1914,0,1,1,0,8,3,1,1,3,0,1,7,7,7,3,7
1196,93,NIC,100,COL,24,12,1913,1914,31,1,1914,5,1,0,8,3,1,1,1,24,12,1913,1,1,1914,1,1,1,0,4,2,1,24,12,1913,31,1,1914,0,1,1,0,8,3,1,1,3,0,2,38,31,7,3,7
1197,710,CHN,712,MON,1,9,1943,1943,8,9,1943,5,3,-9,18,4,1,1,1,1,9,1943,8,9,1943,1,1,2,-9,18,4,1,1,9,1943,8,9,1943,0,0,0,-9,18,4,1,1,3,0,1,8,8,17,17,17
1200,645,IRQ,770,PAK,10,2,1973,1973,10,2,1973,5,3,0,17,4,0,1,1,10,2,1973,10,2,1973,0,0,0,-9,1,1,1,10,2,1973,10,2,1973,1,1,2,-9,17,4,1,3,1,0,1,1,1,15,0,15
1202,91,HON,93,NIC,5,1,1907,1907,23,4,1907,2,2,6,22,5,1,2,1,5,1,1907,23,4,1907,1,0,0,4,22,5,1,5,1,1907,23,4,1907,0,0,0,4,22,5,1,1,3,1,1,109,109,20,20,20
1202,92,SAL,93,NIC,12,3,1907,1907,23,4,1907,2,2,6,22,5,1,2,1,12,3,1907,23,4,1907,1,0,0,4,22,5,0,12,3,1907,23,4,1907,0,0,0,4,22,5,1,2,3,1,1,43,43,20,20,20
1203,2,USA,93,NIC,3,1,1909,1909,25,5,1909,6,1,0,19,4,1,4,1,3,1,1909,25,5,1909,1,1,2,0,8,3,1,3,1,1909,25,5,1909,0,0,0,0,19,4,1,1,3,0,1,143,143,16,7,16
1203,70,MEX,93,NIC,14,3,1909,1909,25,5,1909,6,1,0,19,4,1,4,1,14,3,1909,25,5,1909,1,0,0,0,8,3,0,14,3,1909,25,5,1909,0,0,0,0,19,4,1,2,3,0,1,73,73,16,7,16
1203,91,HON,93,NIC,15,3,1909,1909,25,5,1909,6,1,0,19,4,1,4,1,15,3,1909,25,5,1909,1,0,0,0,7,3,0,15,3,1909,25,5,1909,0,0,0,0,19,4,1,2,3,0,1,72,72,16,7,16
1203,92,SAL,93,NIC,12,3,1909,1909,25,5,1909,6,1,0,19,4,1,4,1,12,3,1909,25,5,1909,1,0,0,0,19,4,0,12,3,1909,25,5,1909,0,0,0,0,19,4,1,2,3,0,1,75,75,16,16,16
1204,90,GUA,91,HON,30,6,1907,1907,30,6,1907,2,2,-9,18,4,1,2,2,30,6,1907,30,6,1907,1,0,0,-9,12,3,0,30,6,1907,30,6,1907,0,0,0,-9,18,4,0,2,4,0,1,1,1,17,10,17
1204,92,SAL,93,NIC,11,6,1907,1907,13,11,1907,2,2,-9,18,4,1,2,2,11,6,1907,13,11,1907,1,0,0,-9,18,4,1,11,6,1907,13,11,1907,0,0,0,-9,8,3,1,1,3,0,1,156,156,17,17,7
1205,90,GUA,91,HON,13,7,1906,1906,20,7,1906,5,1,6,22,5,1,1,3,13,7,1906,20,7,1906,1,1,3,4,22,5,1,13,7,1906,20,7,1906,0,0,0,4,22,5,0,1,4,1,1,8,8,20,20,20
1205,90,GUA,92,SAL,1,3,1906,1906,20,7,1906,5,1,6,22,5,1,1,3,1,3,1906,20,7,1906,1,1,3,4,22,5,1,1,3,1906,20,7,1906,0,1,3,4,22,5,1,1,3,1,1,142,142,20,20,20
1205,90,GUA,93,NIC,28,5,1906,1906,31,6,1906,5,1,6,8,3,1,1,3,28,5,1906,31,6,1906,1,1,3,0,8,3,1,28,5,1906,31,6,1906,0,0,0,0,8,3,0,1,4,0,1,35,35,7,7,7
1206,91,HON,92,SAL,24,6,1969,1969,18,7,1969,5,1,6,22,5,1,1,1,24,6,1969,18,7,1969,0,1,4,6,22,5,1,24,6,1969,18,7,1969,1,0,0,5,22,5,1,3,1,1,1,25,25,20,20,20
1207,41,HAI,42,DOM,2,4,1912,1912,1,7,1912,5,1,0,16,4,1,1,1,2,4,1912,1,7,1912,1,1,1,0,16,4,1,2,4,1912,1,7,1912,0,0,0,0,7,3,1,1,3,0,1,91,91,14,14,7
1208,150,PAR,160,ARG,26,12,1959,1959,28,12,1959,5,3,1,18,4,1,1,1,26,12,1959,28,12,1959,1,0,0,0,16,4,1,26,12,1959,28,12,1959,0,0,0,1,18,4,1,1,3,0,1,3,3,17,14,17
1209,150,PAR,160,ARG,15,5,1962,1962,15,5,1962,5,3,1,18,4,1,1,1,15,5,1962,15,5,1962,1,0,0,1,18,4,1,15,5,1962,15,5,1962,0,0,0,1,18,4,1,1,3,0,1,1,1,17,17,17
1211,145,BOL,150,PAR,21,8,1935,1935,31,10,1935,5,3,0,14,3,1,1,1,21,8,1935,1,10,1935,1,1,1,0,14,3,1,21,8,1935,31,10,1935,0,0,0,0,12,3,1,1,3,0,1,72,72,12,12,10
1213,2,USA,811,CAM,19,3,1964,1964,25,4,1964,5,3,-9,19,4,1,2,1,19,3,1964,25,4,1964,1,0,0,1,19,4,1,19,3,1964,25,4,1964,0,0,0,-9,18,4,1,1,3,0,1,38,38,16,16,17
1213,811,CAM,817,RVN,19,3,1964,1964,28,4,1965,0,0,0,19,4,1,2,1,19,3,1964,28,4,1965,0,0,0,0,18,4,1,19,3,1964,28,4,1965,1,1,2,0,19,4,1,3,1,0,1,287,287,16,17,16
1213,811,CAM,817,RVN,19,3,1964,1965,28,4,1965,5,3,-9,19,4,1,2,1,19,3,1964,28,4,1965,0,0,0,-9,18,4,1,19,3,1964,28,4,1965,1,1,2,-9,19,4,1,3,1,0,2,405,118,16,17,16
1214,811,CAM,817,RVN,1,2,1956,1956,31,2,1956,5,3,0,19,4,0,1,1,1,2,1956,1,2,1956,0,0,0,0,1,1,1,1,2,1956,31,2,1956,1,1,1,0,19,4,1,3,1,0,1,31,31,16,0,16
1215,811,CAM,817,RVN,30,5,1958,1958,1,7,1958,5,3,-9,19,4,1,1,1,30,5,1958,1,7,1958,0,1,1,-9,19,4,1,30,5,1958,1,7,1958,1,1,1,-9,16,4,1,3,1,0,1,33,33,16,16,14
1216,2,USA,710,CHN,31,12,1965,1965,31,8,1966,0,0,0,19,4,1,2,3,31,12,1965,2,5,1966,0,0,0,0,19,4,1,31,12,1965,2,5,1966,1,0,0,0,2,2,0,3,2,0,1,0,0,16,16,1
1216,2,USA,710,CHN,31,12,1965,1966,31,8,1966,5,3,0,19,4,1,2,3,31,12,1965,2,5,1966,0,0,0,0,19,4,1,31,12,1965,2,5,1966,1,0,0,0,2,2,0,3,2,0,2,122,122,16,16,1
1216,2,USA,811,CAM,26,12,1965,1965,2,8,1966,0,0,0,19,4,1,2,3,26,12,1965,2,8,1966,0,0,0,0,19,4,1,26,12,1965,2,8,1966,1,1,2,0,7,3,1,3,1,0,1,5,5,16,16,7
1216,2,USA,811,CAM,26,12,1965,1966,2,8,1966,5,3,0,19,4,1,2,3,26,12,1965,2,8,1966,0,0,0,0,19,4,1,26,12,1965,2,8,1966,1,1,2,0,7,3,1,3,1,0,2,219,214,16,16,7
1216,710,CHN,800,THI,31,12,1965,1965,18,2,1966,0,0,0,19,3,1,2,3,31,12,1965,18,2,1966,1,0,0,0,2,2,0,31,12,1965,18,2,1966,0,0,0,0,14,3,1,2,3,0,1,0,0,16,1,12
1216,710,CHN,800,THI,31,12,1965,1966,18,2,1966,5,3,0,19,3,1,2,3,31,12,1965,18,2,1966,1,0,0,0,2,2,0,31,12,1965,18,2,1966,0,0,0,0,14,3,1,2,3,0,2,49,49,16,1,12
1216,710,CHN,817,RVN,31,12,1965,1965,18,2,1966,0,0,0,19,3,1,2,3,31,12,1965,18,2,1966,1,0,0,0,2,2,0,31,12,1965,18,2,1966,0,0,0,0,14,3,1,2,3,0,1,0,0,16,1,12
1216,710,CHN,817,RVN,31,12,1965,1966,18,2,1966,5,3,0,19,3,1,2,3,31,12,1965,18,2,1966,1,0,0,0,2,2,0,31,12,1965,18,2,1966,0,0,0,0,14,3,1,2,3,0,2,49,49,16,1,12
1216,800,THI,811,CAM,26,12,1965,1965,18,2,1966,0,0,0,19,3,1,2,3,26,12,1965,18,2,1966,0,0,0,0,14,3,1,26,12,1965,18,2,1966,1,1,2,0,7,3,1,3,1,0,1,5,5,16,12,7
1216,800,THI,811,CAM,26,12,1965,1966,18,2,1966,5,3,0,19,3,1,2,3,26,12,1965,18,2,1966,0,0,0,0,14,3,1,26,12,1965,18,2,1966,1,1,2,0,7,3,1,3,1,0,2,54,49,16,12,7
1216,811,CAM,817,RVN,26,12,1965,1965,18,8,1966,0,0,0,19,3,1,2,3,26,12,1965,2,2,1966,1,1,2,0,7,3,1,26,12,1965,18,2,1966,0,0,0,0,14,3,1,1,3,0,1,5,5,16,7,12
1216,811,CAM,817,RVN,26,12,1965,1966,18,8,1966,5,3,0,19,3,1,2,3,26,12,1965,2,2,1966,1,1,2,0,7,3,1,26,12,1965,18,2,1966,0,0,0,0,14,3,1,1,3,0,2,54,49,16,7,12
1217,2,USA,811,CAM,5,2,1967,1967,24,2,1967,5,3,-9,19,4,1,3,1,5,2,1967,24,2,1967,1,1,2,-9,19,4,1,5,2,1967,24,2,1967,0,0,0,-9,18,4,1,1,3,0,1,20,20,16,16,17
1217,732,ROK,811,CAM,24,2,1967,1967,24,2,1967,5,3,-9,19,4,1,3,1,24,2,1967,24,2,1967,1,1,2,-9,19,4,0,24,2,1967,24,2,1967,0,0,0,-9,18,4,1,2,3,0,1,1,1,16,16,17
1217,811,CAM,817,RVN,5,2,1967,1967,24,2,1967,5,3,-9,19,4,1,3,1,5,2,1967,24,2,1967,0,0,0,-9,18,4,1,5,2,1967,24,2,1967,1,1,2,-9,19,4,1,3,1,0,1,20,20,16,17,16
1219,290,POL,365,RUS,1,1,1919,1919,18,11,1920,0,0,0,22,5,1,1,1,1,1,1919,18,11,1920,0,1,1,0,22,5,1,1,1,1919,18,11,1920,1,1,1,0,22,5,1,3,1,1,1,364,364,20,20,20
1219,290,POL,365,RUS,1,1,1919,1920,18,11,1920,1,1,6,22,5,1,1,1,1,1,1919,18,11,1920,0,1,1,6,22,5,1,1,1,1919,18,11,1920,1,1,1,6,22,5,1,3,1,1,2,687,323,20,20,20
1225,800,THI,811,CAM,1,11,1953,1953,31,5,1954,0,0,0,16,4,0,1,1,1,11,1953,1,5,1954,1,1,1,0,16,4,1,1,11,1953,31,5,1954,0,0,0,0,1,1,1,1,3,0,1,60,60,14,14,0
1225,800,THI,811,CAM,1,11,1953,1954,31,5,1954,1,2,0,16,4,0,1,1,1,11,1953,1,5,1954,1,1,1,0,16,4,1,1,11,1953,31,5,1954,0,0,0,0,1,1,1,1,3,0,2,211,151,14,14,0
1226,800,THI,811,CAM,5,8,1958,1958,9,2,1959,0,0,0,17,4,1,1,1,5,8,1958,9,2,1959,1,0,0,0,10,3,1,5,8,1958,9,2,1959,0,1,1,0,17,4,1,1,3,0,1,148,148,15,8,15
1226,800,THI,811,CAM,5,8,1958,1959,9,2,1959,5,3,0,17,4,1,1,1,5,8,1958,9,2,1959,1,0,0,0,10,3,1,5,8,1958,9,2,1959,0,1,1,0,17,4,1,1,3,0,2,188,40,15,8,15
1227,800,THI,811,CAM,18,6,1961,1961,28,12,1961,5,3,0,10,3,1,1,1,18,6,1961,28,12,1961,0,0,0,0,10,3,1,18,6,1961,28,12,1961,1,1,1,0,7,3,1,3,1,0,1,194,194,8,8,7
1228,800,THI,811,CAM,15,6,1962,1962,17,11,1962,5,3,1,18,4,1,1,1,15,6,1962,17,11,1962,1,0,0,1,18,4,1,15,6,1962,17,11,1962,0,1,1,1,18,4,1,1,3,0,1,156,156,17,17,17
1229,800,THI,811,CAM,14,4,1964,1964,1,10,1966,0,0,0,18,4,1,1,1,14,4,1964,1,10,1966,0,0,0,0,18,4,1,14,4,1964,1,10,1966,1,1,1,0,18,4,1,3,1,0,1,261,261,17,17,17
1229,800,THI,811,CAM,14,4,1964,1965,1,10,1966,0,0,0,18,4,1,1,1,14,4,1964,1,10,1966,0,0,0,0,18,4,1,14,4,1964,1,10,1966,1,1,1,0,18,4,1,3,1,0,2,626,365,17,17,17
1229,800,THI,811,CAM,14,4,1964,1966,1,10,1966,4,1,3,18,4,1,1,1,14,4,1964,1,10,1966,0,0,0,2,18,4,1,14,4,1964,1,10,1966,1,1,1,2,18,4,1,3,1,0,3,900,274,17,17,17
1230,800,THI,811,CAM,22,6,1967,1967,20,7,1967,5,3,0,16,4,0,1,1,22,6,1967,20,7,1967,1,1,1,0,16,4,1,22,6,1967,20,7,1967,0,0,0,0,1,1,1,1,3,0,1,29,29,14,14,0
1231,800,THI,811,CAM,29,5,1975,1975,20,2,1976,0,0,0,18,4,1,1,1,29,5,1975,20,2,1976,0,0,0,0,18,4,1,29,5,1975,20,2,1976,1,0,0,0,18,4,1,3,1,0,1,216,216,17,17,17
1231,800,THI,811,CAM,29,5,1975,1976,20,2,1976,5,3,2,18,4,1,1,1,29,5,1975,20,2,1976,0,0,0,1,18,4,1,29,5,1975,20,2,1976,1,0,0,1,18,4,1,3,1,0,2,267,51,17,17,17
1232,800,THI,811,CAM,2,8,1976,1976,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,1,151,151,17,17,17
1232,800,THI,811,CAM,2,8,1976,1977,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,2,516,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1978,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,3,881,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1979,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,4,1246,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1980,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,5,1611,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1981,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,6,1976,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1982,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,7,2341,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1983,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,8,2706,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1984,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,9,3071,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1985,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,10,3436,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1986,30,6,1987,0,0,0,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,0,18,4,1,2,8,1976,30,6,1987,0,0,0,0,18,4,1,1,3,0,11,3801,365,17,17,17
1232,800,THI,811,CAM,2,8,1976,1987,30,6,1987,5,1,5,18,4,1,1,2,2,8,1976,30,6,1987,1,0,0,4,18,4,1,2,8,1976,30,6,1987,0,0,0,3,18,4,1,1,3,0,12,3982,181,17,17,17
1232,800,THI,816,DRV,30,6,1980,1980,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,1,184,184,17,17,17
1232,800,THI,816,DRV,30,6,1980,1981,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,2,549,365,17,17,17
1232,800,THI,816,DRV,30,6,1980,1982,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,3,914,365,17,17,17
1232,800,THI,816,DRV,30,6,1980,1983,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,4,1279,365,17,17,17
1232,800,THI,816,DRV,30,6,1980,1984,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,5,1644,365,17,17,17
1232,800,THI,816,DRV,30,6,1980,1985,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,6,2009,365,17,17,17
1232,800,THI,816,DRV,30,6,1980,1986,30,6,1987,0,0,0,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,0,18,4,1,30,6,1980,30,6,1987,0,0,0,0,18,4,0,1,4,0,7,2374,365,17,17,17
1232,800,THI,816,DRV,30,6,1980,1987,30,6,1987,5,1,5,18,4,1,1,2,30,6,1980,30,6,1987,1,0,0,4,18,4,1,30,6,1980,30,6,1987,0,0,0,3,18,4,0,1,4,0,8,2555,181,17,17,17
1233,305,AUS,310,HUN,28,8,1921,1921,13,10,1921,4,1,-9,18,4,1,1,1,28,8,1921,13,10,1921,0,0,0,-9,18,4,1,28,8,1921,13,10,1921,1,1,1,-9,18,4,1,3,1,0,1,47,47,17,17,17
1234,365,RUS,366,EST,25,6,1921,1921,25,11,1921,5,3,0,2,2,0,1,2,25,6,1921,25,11,1921,1,1,4,0,2,2,1,25,6,1921,25,11,1921,0,0,0,0,1,1,1,1,3,0,1,154,154,1,1,0
1234,365,RUS,367,LAT,25,6,1921,1921,25,11,1921,5,3,0,2,2,0,1,2,25,6,1921,25,11,1921,1,1,4,0,2,2,1,25,6,1921,25,11,1921,0,0,0,0,1,1,1,1,3,0,1,154,154,1,1,0
